timeOpen,Date,timeHigh,timeLow,name,open,high,low,Value,volume,marketCap,timestamp
"2024-12-02T00:00:00.000Z","2024-12-08T23:59:59.999Z","2024-12-03T03:47:00.000Z","2024-12-02T11:13:00.000Z","2781",1.1552863677,1.3186808412,1.061596998,1.1962913279,22694940668.05,41992654626.24,"2024-12-08T23:59:59.999Z"
"2024-11-25T00:00:00.000Z","2024-12-01T23:59:59.999Z","2024-12-01T23:45:00.000Z","2024-11-26T11:43:00.000Z","2781",1.0231124417,1.1584926576,0.8797213811,1.1552518684,18764393089.81,40534243711.11,"2024-12-01T23:59:59.999Z"
"2024-11-18T00:00:00.000Z","2024-11-24T23:59:59.999Z","2024-11-23T15:16:00.000Z","2024-11-18T00:02:00.000Z","2781",0.7023014184,1.1416819596,0.702262183,1.0231061746,29280241759.66,35862631935.64,"2024-11-24T23:59:59.999Z"
"2024-11-11T00:00:00.000Z","2024-11-17T23:59:59.999Z","2024-11-16T15:10:00.000Z","2024-11-13T06:40:00.000Z","2781",0.5903050326,0.8116561765,0.521302085,0.7023254287,21338302103.36,24604271128.77,"2024-11-17T23:59:59.999Z"
"2024-11-04T00:00:00.000Z","2024-11-10T23:59:59.999Z","2024-11-10T12:46:00.000Z","2024-11-04T22:00:00.000Z","2781",0.3342854163,0.6523014913,0.3213986749,0.5903091695,9175568828.82,20671613621.31,"2024-11-10T23:59:59.999Z"
"2024-10-28T00:00:00.000Z","2024-11-03T23:59:59.999Z","2024-10-30T02:17:00.000Z","2024-11-03T18:51:00.000Z","2781",0.3398723243,0.3630260495,0.3292361926,0.3342846917,2291101286.99,11698332140.3,"2024-11-03T23:59:59.999Z"
"2024-10-21T00:00:00.000Z","2024-10-27T23:59:59.999Z","2024-10-21T05:07:00.000Z","2024-10-25T23:29:00.000Z","2781",0.3648422956,0.3719046934,0.3204746488,0.3398721513,1999061961.7,11891077042.17,"2024-10-27T23:59:59.999Z"
"2024-10-14T00:00:00.000Z","2024-10-20T23:59:59.999Z","2024-10-15T14:03:00.000Z","2024-10-17T18:16:00.000Z","2781",0.3480354035,0.3694490184,0.340342114,0.3648413974,1816580168.7,12760084964.7,"2024-10-20T23:59:59.999Z"
"2024-10-07T00:00:00.000Z","2024-10-13T23:59:59.999Z","2024-10-07T02:11:00.000Z","2024-10-10T18:28:00.000Z","2781",0.3572301643,0.3676765857,0.3320743995,0.3480338531,1599290463.95,12169820360.8,"2024-10-13T23:59:59.999Z"
"2024-09-30T00:00:00.000Z","2024-10-06T23:59:59.999Z","2024-09-30T00:01:00.000Z","2024-10-03T09:06:00.000Z","2781",0.3975997988,0.3976211415,0.3332549148,0.3572301643,1910767120.37,12489157157.52,"2024-10-06T23:59:59.999Z"
"2024-09-23T00:00:00.000Z","2024-09-29T23:59:59.999Z","2024-09-27T05:54:00.000Z","2024-09-23T00:19:00.000Z","2781",0.3517718959,0.414669057,0.3471376581,0.397596552,1934840150,13895867951.07,"2024-09-29T23:59:59.999Z"
"2024-09-16T00:00:00.000Z","2024-09-22T23:59:59.999Z","2024-09-20T05:11:00.000Z","2024-09-16T21:10:00.000Z","2781",0.3385240662,0.3609309497,0.3269667602,0.3517718959,1549279722.35,12649943580.12,"2024-09-22T23:59:59.999Z"
"2024-09-09T00:00:00.000Z","2024-09-15T23:59:59.999Z","2024-09-13T16:10:00.000Z","2024-09-11T14:52:00.000Z","2781",0.338653619,0.36454756,0.3305061092,0.3385230135,1805919461.56,12173543105.36,"2024-09-15T23:59:59.999Z"
"2024-09-02T00:00:00.000Z","2024-09-08T23:59:59.999Z","2024-09-08T12:22:00.000Z","2024-09-06T21:04:00.000Z","2781",0.3317395116,0.3405811243,0.3051042193,0.3386593134,1980642929.58,12178201909.3,"2024-09-08T23:59:59.999Z"
"2024-08-26T00:00:00.000Z","2024-09-01T23:59:59.999Z","2024-08-26T00:13:00.000Z","2024-09-01T23:01:00.000Z","2781",0.3849759828,0.3876762168,0.3288616744,0.3317395116,1806527138.01,11929566160.47,"2024-09-01T23:59:59.999Z"
"2024-08-19T00:00:00.000Z","2024-08-25T23:59:59.999Z","2024-08-24T18:40:00.000Z","2024-08-19T10:12:00.000Z","2781",0.3348308919,0.4011769437,0.3288422501,0.3849789529,1953092241.6,13842032559.55,"2024-08-25T23:59:59.999Z"
"2024-08-12T00:00:00.000Z","2024-08-18T23:59:59.999Z","2024-08-14T12:46:00.000Z","2024-08-16T02:15:00.000Z","2781",0.328319457,0.3451939346,0.3210185595,0.3348308919,1580442600.51,12034901162.09,"2024-08-18T23:59:59.999Z"
"2024-08-05T00:00:00.000Z","2024-08-11T23:59:59.999Z","2024-08-11T09:26:00.000Z","2024-08-05T06:44:00.000Z","2781",0.343937541,0.3562749865,0.279886356,0.3283220959,3197135756.75,11798020978.25,"2024-08-11T23:59:59.999Z"
"2024-07-29T00:00:00.000Z","2024-08-04T23:59:59.999Z","2024-07-29T03:24:00.000Z","2024-08-04T17:46:00.000Z","2781",0.4073869855,0.4264365767,0.3355692439,0.343937541,2255055963.75,12353139401.88,"2024-08-04T23:59:59.999Z"
"2024-07-22T00:00:00.000Z","2024-07-28T23:59:59.999Z","2024-07-22T00:10:00.000Z","2024-07-25T20:15:00.000Z","2781",0.4460574922,0.449401265,0.3828254978,0.4073870857,2547129420.43,14628357810.33,"2024-07-28T23:59:59.999Z"
"2024-07-15T00:00:00.000Z","2024-07-21T23:59:59.999Z","2024-07-17T14:04:00.000Z","2024-07-19T01:22:00.000Z","2781",0.4323694471,0.4552227615,0.4159314351,0.4460774058,2603908584.17,16011308112.92,"2024-07-21T23:59:59.999Z"
"2024-07-08T00:00:00.000Z","2024-07-14T23:59:59.999Z","2024-07-13T20:01:00.000Z","2024-07-08T01:13:00.000Z","2781",0.346644621,0.4451795864,0.3333431699,0.4323477941,2418766481.85,15513078172.91,"2024-07-14T23:59:59.999Z"
"2024-07-01T00:00:00.000Z","2024-07-07T23:59:59.999Z","2024-07-03T01:01:00.000Z","2024-07-05T09:03:00.000Z","2781",0.3921354577,0.4219101157,0.3209549323,0.3466183361,2801329444.68,12398538838.36,"2024-07-07T23:59:59.999Z"
"2024-06-24T00:00:00.000Z","2024-06-30T23:59:59.999Z","2024-06-29T03:49:00.000Z","2024-06-24T20:34:00.000Z","2781",0.380225138,0.4020239929,0.3666629335,0.3921916801,2179927320.76,14021746199.56,"2024-06-30T23:59:59.999Z"
"2024-06-17T00:00:00.000Z","2024-06-23T23:59:59.999Z","2024-06-17T19:31:00.000Z","2024-06-18T01:46:00.000Z","2781",0.4163881834,0.4199870808,0.3665771535,0.3803033029,2277695549.19,13593259475.91,"2024-06-23T23:59:59.999Z"
"2024-06-10T00:00:00.000Z","2024-06-16T23:59:59.999Z","2024-06-10T10:22:00.000Z","2024-06-14T19:21:00.000Z","2781",0.4441014015,0.4500877158,0.4034103988,0.4163789195,2668490446.79,14876771558.93,"2024-06-16T23:59:59.999Z"
"2024-06-03T00:00:00.000Z","2024-06-09T23:59:59.999Z","2024-06-07T14:12:00.000Z","2024-06-09T05:12:00.000Z","2781",0.446494552,0.488435906,0.4332573338,0.4441064547,2789718056.97,15861851038.01,"2024-06-09T23:59:59.999Z"
"2024-05-27T00:00:00.000Z","2024-06-02T23:59:59.999Z","2024-05-27T16:22:00.000Z","2024-06-02T19:27:00.000Z","2781",0.4583749224,0.473999104,0.4424216267,0.4464940812,2160459511.85,15942185276.43,"2024-06-02T23:59:59.999Z"
"2024-05-20T00:00:00.000Z","2024-05-26T23:59:59.999Z","2024-05-21T00:49:00.000Z","2024-05-23T20:10:00.000Z","2781",0.4676020802,0.5089682683,0.448582102,0.4583749224,2944157955.04,16359019332.74,"2024-05-26T23:59:59.999Z"
"2024-05-13T00:00:00.000Z","2024-05-19T23:59:59.999Z","2024-05-17T11:31:00.000Z","2024-05-13T05:04:00.000Z","2781",0.4376527838,0.4899448282,0.4261593486,0.4676020802,2355134506.78,16684102989.48,"2024-05-19T23:59:59.999Z"
"2024-05-06T00:00:00.000Z","2024-05-12T23:59:59.999Z","2024-05-06T08:43:00.000Z","2024-05-12T21:28:00.000Z","2781",0.4583336251,0.474643615,0.4352508386,0.4376527838,2138072363.18,15609073447.6,"2024-05-12T23:59:59.999Z"
"2024-04-29T00:00:00.000Z","2024-05-05T23:59:59.999Z","2024-05-04T11:03:00.000Z","2024-05-01T08:32:00.000Z","2781",0.4604817086,0.4745521944,0.4195038337,0.4583344238,2410817094.48,16340709993.25,"2024-05-05T23:59:59.999Z"
"2024-04-22T00:00:00.000Z","2024-04-28T23:59:59.999Z","2024-04-22T22:13:00.000Z","2024-04-27T01:20:00.000Z","2781",0.4992896537,0.5218066707,0.4508863494,0.4604744818,2533167005.61,16413032574.69,"2024-04-28T23:59:59.999Z"
"2024-04-15T00:00:00.000Z","2024-04-21T23:59:59.999Z","2024-04-21T02:37:00.000Z","2024-04-19T02:50:00.000Z","2781",0.4689110376,0.5122656459,0.4257024158,0.4992923511,3622030982.98,17787002802.59,"2024-04-21T23:59:59.999Z"
"2024-04-08T00:00:00.000Z","2024-04-14T23:59:59.999Z","2024-04-09T12:52:00.000Z","2024-04-13T21:31:00.000Z","2781",0.5894719942,0.6232128876,0.4090733459,0.4689110376,5137712731.54,16700486813.2,"2024-04-14T23:59:59.999Z"
"2024-04-01T00:00:00.000Z","2024-04-07T23:59:59.999Z","2024-04-01T00:23:00.000Z","2024-04-04T04:28:00.000Z","2781",0.6504271562,0.6509563886,0.562019985,0.5894736813,3300204627.14,20985700840,"2024-04-07T23:59:59.999Z"
"2024-03-25T00:00:00.000Z","2024-03-31T23:59:59.999Z","2024-03-26T10:58:00.000Z","2024-03-27T16:17:00.000Z","2781",0.6461522141,0.682586735,0.6327039019,0.6504271562,3601896771.37,23147368977.08,"2024-03-31T23:59:59.999Z"
"2024-03-18T00:00:00.000Z","2024-03-24T23:59:59.999Z","2024-03-18T06:14:00.000Z","2024-03-20T05:28:00.000Z","2781",0.6810988577,0.6964103574,0.5724962809,0.6461569558,4979631650.96,22989329271.54,"2024-03-24T23:59:59.999Z"
"2024-03-11T00:00:00.000Z","2024-03-17T23:59:59.999Z","2024-03-14T10:25:00.000Z","2024-03-17T07:25:00.000Z","2781",0.7171515865,0.8069850956,0.6337869456,0.6810988577,7961751589.01,24220040381.99,"2024-03-17T23:59:59.999Z"
"2024-03-04T00:00:00.000Z","2024-03-10T23:59:59.999Z","2024-03-04T10:11:00.000Z","2024-03-05T19:58:00.000Z","2781",0.7281794723,0.7965676989,0.5958084824,0.717226948,8125386076.83,25457988581.45,"2024-03-10T23:59:59.999Z"
"2024-02-26T00:00:00.000Z","2024-03-03T23:59:59.999Z","2024-03-02T03:02:00.000Z","2024-02-26T10:01:00.000Z","2781",0.5913613766,0.7613030646,0.5752556471,0.7282376547,7262219840.19,25840431494.92,"2024-03-03T23:59:59.999Z"
"2024-02-19T00:00:00.000Z","2024-02-25T23:59:59.999Z","2024-02-20T13:55:00.000Z","2024-02-23T16:24:00.000Z","2781",0.6187694416,0.6390206804,0.5704980856,0.591378706,3700634922.36,20976354319.89,"2024-02-25T23:59:59.999Z"
"2024-02-12T00:00:00.000Z","2024-02-18T23:59:59.999Z","2024-02-18T09:26:00.000Z","2024-02-12T11:35:00.000Z","2781",0.5414330729,0.6374849307,0.5319481291,0.6187338514,4000027409.77,21939454590.38,"2024-02-18T23:59:59.999Z"
"2024-02-05T00:00:00.000Z","2024-02-11T23:59:59.999Z","2024-02-11T06:51:00.000Z","2024-02-07T12:05:00.000Z","2781",0.4942400794,0.564102271,0.4750450359,0.5414097959,3166048273.18,19188634145.37,"2024-02-11T23:59:59.999Z"
"2024-01-29T00:00:00.000Z","2024-02-04T23:59:59.999Z","2024-01-30T03:07:00.000Z","2024-01-29T13:53:00.000Z","2781",0.4897680988,0.535742396,0.4855677157,0.4942563379,2715405892.26,17512841088.63,"2024-02-04T23:59:59.999Z"
"2024-01-22T00:00:00.000Z","2024-01-28T23:59:59.999Z","2024-01-22T01:11:00.000Z","2024-01-23T14:25:00.000Z","2781",0.5031554698,0.5050893889,0.4496989395,0.4897186335,2658973943.48,17344673720.32,"2024-01-28T23:59:59.999Z"
"2024-01-15T00:00:00.000Z","2024-01-21T23:59:59.999Z","2024-01-16T16:51:00.000Z","2024-01-19T16:47:00.000Z","2781",0.525907592,0.5460186848,0.4742742982,0.5031052729,2333629825.08,17812257410.38,"2024-01-21T23:59:59.999Z"
"2024-01-08T00:00:00.000Z","2024-01-14T23:59:59.999Z","2024-01-11T12:59:00.000Z","2024-01-08T03:30:00.000Z","2781",0.4942227955,0.6157943114,0.4681862523,0.5259807145,4948736540.76,18616041015.97,"2024-01-14T23:59:59.999Z"
"2024-01-01T00:00:00.000Z","2024-01-07T23:59:59.999Z","2024-01-02T01:10:00.000Z","2024-01-07T23:45:00.000Z","2781",0.5941873398,0.6367038894,0.4903057557,0.4941735278,4216503369.39,17481939718.42,"2024-01-07T23:59:59.999Z"
"2023-12-25T00:00:00.000Z","2023-12-31T23:59:59.999Z","2023-12-28T04:30:00.000Z","2023-12-26T17:45:00.000Z","2781",0.5938640357,0.6754501952,0.5808926163,0.594204769,5131963677.2,21014927331,"2023-12-31T23:59:59.999Z"
"2023-12-18T00:00:00.000Z","2023-12-24T23:59:59.999Z","2023-12-22T01:39:00.000Z","2023-12-18T10:38:00.000Z","2781",0.5802436758,0.6502668038,0.5467024495,0.5939552556,5003561499.02,20996828613.07,"2023-12-24T23:59:59.999Z"
"2023-12-11T00:00:00.000Z","2023-12-17T23:59:59.999Z","2023-12-14T01:58:00.000Z","2023-12-11T19:43:00.000Z","2781",0.5940380779,0.6778052684,0.5246140596,0.5803143424,7765672921.08,20506770291.77,"2023-12-17T23:59:59.999Z"
"2023-12-04T00:00:00.000Z","2023-12-10T23:59:59.999Z","2023-12-09T08:32:00.000Z","2023-12-04T00:24:00.000Z","2781",0.395191554,0.6430238422,0.3948614618,0.5941550953,7824919018.18,20988717375,"2023-12-10T23:59:59.999Z"
"2023-11-27T00:00:00.000Z","2023-12-03T23:59:59.999Z","2023-12-03T02:26:00.000Z","2023-11-28T09:13:00.000Z","2781",0.3881130876,0.4023229764,0.3704889238,0.3951549722,1861978339.22,13952115774.41,"2023-12-03T23:59:59.999Z"
"2023-11-20T00:00:00.000Z","2023-11-26T23:59:59.999Z","2023-11-20T10:47:00.000Z","2023-11-21T23:04:00.000Z","2781",0.3845286897,0.3992759796,0.3573001293,0.388184707,2192398082.58,13702246322.89,"2023-11-26T23:59:59.999Z"
"2023-11-13T00:00:00.000Z","2023-11-19T23:59:59.999Z","2023-11-16T08:51:00.000Z","2023-11-14T18:58:00.000Z","2781",0.3834138397,0.4085248465,0.3449532747,0.3845247446,3133832647.25,13566921997.81,"2023-11-19T23:59:59.999Z"
"2023-11-06T00:00:00.000Z","2023-11-12T23:59:59.999Z","2023-11-11T16:54:00.000Z","2023-11-07T17:09:00.000Z","2781",0.3428586013,0.3943944947,0.3351300141,0.3833825469,3330114877.69,13521334640.32,"2023-11-12T23:59:59.999Z"
"2023-10-30T00:00:00.000Z","2023-11-05T23:59:59.999Z","2023-11-05T17:43:00.000Z","2023-11-01T06:07:00.000Z","2781",0.2953048371,0.3497898645,0.2853185955,0.3428698419,2193978151.74,12088278814.61,"2023-11-05T23:59:59.999Z"
"2023-10-23T00:00:00.000Z","2023-10-29T23:59:59.999Z","2023-10-29T17:55:00.000Z","2023-10-23T09:50:00.000Z","2781",0.2650276173,0.2985962161,0.2624869694,0.2952827666,1723483148.78,10405348617.27,"2023-10-29T23:59:59.999Z"
"2023-10-16T00:00:00.000Z","2023-10-22T23:59:59.999Z","2023-10-22T23:45:00.000Z","2023-10-19T02:44:00.000Z","2781",0.2473464768,0.264044137,0.2406560282,0.2635729261,945545162.33,9285305754.09,"2023-10-22T23:59:59.999Z"
"2023-10-09T00:00:00.000Z","2023-10-15T23:59:59.999Z","2023-10-09T05:15:00.000Z","2023-10-12T17:10:00.000Z","2781",0.2566102479,0.2585331826,0.2431757115,0.247356044,703437548.09,8709949444.03,"2023-10-15T23:59:59.999Z"
"2023-10-02T00:00:00.000Z","2023-10-08T23:59:59.999Z","2023-10-02T10:13:00.000Z","2023-10-04T00:47:00.000Z","2781",0.2658884077,0.2690355123,0.2545736509,0.2566289833,902383764.12,9020125009.31,"2023-10-08T23:59:59.999Z"
"2023-09-25T00:00:00.000Z","2023-10-01T23:59:59.999Z","2023-10-01T23:04:00.000Z","2023-09-25T00:26:00.000Z","2781",0.2430283461,0.2674712887,0.242182244,0.2658952489,905527551.78,9342534384.34,"2023-10-01T23:59:59.999Z"
"2023-09-18T00:00:00.000Z","2023-09-24T23:59:59.999Z","2023-09-19T09:43:00.000Z","2023-09-24T23:39:00.000Z","2781",0.2473270571,0.2575438256,0.2425650361,0.2430263282,848198438.25,8534687570.42,"2023-09-24T23:59:59.999Z"
"2023-09-11T00:00:00.000Z","2023-09-17T23:59:59.999Z","2023-09-15T04:19:00.000Z","2023-09-11T19:40:00.000Z","2781",0.2490395181,0.2546778108,0.2376258303,0.2473157819,772163030.81,8682830662.83,"2023-09-17T23:59:59.999Z"
"2023-09-04T00:00:00.000Z","2023-09-10T23:59:59.999Z","2023-09-04T03:14:00.000Z","2023-09-10T04:31:00.000Z","2781",0.2557987393,0.259466255,0.2454608116,0.2490521684,707456095.12,8739695392.6,"2023-09-10T23:59:59.999Z"
"2023-08-28T00:00:00.000Z","2023-09-03T23:59:59.999Z","2023-08-29T17:37:00.000Z","2023-08-31T21:11:00.000Z","2781",0.26345253,0.2785740182,0.2525241148,0.2557931767,1312439382.14,8972698220.51,"2023-09-03T23:59:59.999Z"
"2023-08-21T00:00:00.000Z","2023-08-27T23:59:59.999Z","2023-08-21T01:32:00.000Z","2023-08-22T21:29:00.000Z","2781",0.2707044919,0.2718842078,0.2523032397,0.2634461155,1257647682.62,9237933321.71,"2023-08-27T23:59:59.999Z"
"2023-08-14T00:00:00.000Z","2023-08-20T23:59:59.999Z","2023-08-14T15:47:00.000Z","2023-08-17T21:48:00.000Z","2781",0.2895293378,0.2920738595,0.2457951035,0.270709139,1485897422.79,9487802090.22,"2023-08-20T23:59:59.999Z"
"2023-08-07T00:00:00.000Z","2023-08-13T23:59:59.999Z","2023-08-08T18:26:00.000Z","2023-08-07T16:20:00.000Z","2781",0.2920795645,0.302092225,0.2844063724,0.2895309679,1408335107.88,10144538405.55,"2023-08-13T23:59:59.999Z"
"2023-07-31T00:00:00.000Z","2023-08-06T23:59:59.999Z","2023-07-31T01:05:00.000Z","2023-08-05T13:59:00.000Z","2781",0.3155817604,0.3177196914,0.29046636,0.2920819052,1525033347.08,10229109437.44,"2023-08-06T23:59:59.999Z"
"2023-07-24T00:00:00.000Z","2023-07-30T23:59:59.999Z","2023-07-24T00:52:00.000Z","2023-07-26T09:57:00.000Z","2781",0.3171602356,0.3185959738,0.300884726,0.3156331123,1284693936.24,11049463778.91,"2023-07-30T23:59:59.999Z"
"2023-07-17T00:00:00.000Z","2023-07-23T23:59:59.999Z","2023-07-20T03:07:00.000Z","2023-07-18T17:38:00.000Z","2781",0.3148929293,0.3315602787,0.3024353243,0.3171633896,1980041307.24,11099042359.87,"2023-07-23T23:59:59.999Z"
"2023-07-10T00:00:00.000Z","2023-07-16T23:59:59.999Z","2023-07-14T00:17:00.000Z","2023-07-10T00:20:00.000Z","2781",0.284598358,0.3747097746,0.2796138686,0.3148836836,3125607391.27,11013513296.07,"2023-07-16T23:59:59.999Z"
"2023-07-03T00:00:00.000Z","2023-07-09T23:59:59.999Z","2023-07-04T04:31:00.000Z","2023-07-06T14:42:00.000Z","2781",0.2920415088,0.3009482936,0.2770933315,0.28459137,1549418890.41,9951076090.56,"2023-07-09T23:59:59.999Z"
"2023-06-26T00:00:00.000Z","2023-07-02T23:59:59.999Z","2023-06-30T13:33:00.000Z","2023-06-28T19:45:00.000Z","2781",0.2923093354,0.2983098185,0.2649099399,0.2920549557,1819421093.48,10207186400.63,"2023-07-02T23:59:59.999Z"
"2023-06-19T00:00:00.000Z","2023-06-25T23:59:59.999Z","2023-06-22T09:30:00.000Z","2023-06-20T14:29:00.000Z","2781",0.2609677851,0.304300054,0.2532305186,0.2923247786,1719214699.51,10212503101.94,"2023-06-25T23:59:59.999Z"
"2023-06-12T00:00:00.000Z","2023-06-18T23:59:59.999Z","2023-06-13T12:36:00.000Z","2023-06-15T17:41:00.000Z","2781",0.2725829086,0.2874216094,0.2534064157,0.2609629662,1736116900.37,9113534848.86,"2023-06-18T23:59:59.999Z"
"2023-06-05T00:00:00.000Z","2023-06-11T23:59:59.999Z","2023-06-05T02:26:00.000Z","2023-06-10T04:30:00.000Z","2781",0.3776911446,0.3790220942,0.2304195144,0.2726298136,3502336016.93,9515862809.57,"2023-06-11T23:59:59.999Z"
"2023-05-29T00:00:00.000Z","2023-06-04T23:59:59.999Z","2023-05-29T01:32:00.000Z","2023-06-01T10:20:00.000Z","2781",0.383026355,0.3859469274,0.361691517,0.3776931769,1261904930.02,13179267542.19,"2023-06-04T23:59:59.999Z"
"2023-05-22T00:00:00.000Z","2023-05-28T23:59:59.999Z","2023-05-28T23:16:00.000Z","2023-05-26T02:20:00.000Z","2781",0.3603816569,0.3837450589,0.3544843774,0.3829994296,1155925721.89,13358108791.68,"2023-05-28T23:59:59.999Z"
"2023-05-15T00:00:00.000Z","2023-05-21T23:59:59.999Z","2023-05-18T11:16:00.000Z","2023-05-21T21:10:00.000Z","2781",0.3707873136,0.3798089732,0.358336453,0.3603634235,1140305812.92,12563402691.64,"2023-05-21T23:59:59.999Z"
"2023-05-08T00:00:00.000Z","2023-05-14T23:59:59.999Z","2023-05-08T01:06:00.000Z","2023-05-11T18:23:00.000Z","2781",0.3768948616,0.3796754877,0.3512082273,0.3707606872,1622796827.32,12922019994.92,"2023-05-14T23:59:59.999Z"
"2023-05-01T00:00:00.000Z","2023-05-07T23:59:59.999Z","2023-05-01T00:46:00.000Z","2023-05-06T15:04:00.000Z","2781",0.397280942,0.3977470341,0.3765799584,0.3769061416,1502681441.41,13128013021.84,"2023-05-07T23:59:59.999Z"
"2023-04-24T00:00:00.000Z","2023-04-30T23:59:59.999Z","2023-04-27T18:46:00.000Z","2023-04-25T11:05:00.000Z","2781",0.3889982342,0.4178685021,0.3777907591,0.3973536325,2071480193.75,13832293738.71,"2023-04-30T23:59:59.999Z"
"2023-04-17T00:00:00.000Z","2023-04-23T23:59:59.999Z","2023-04-17T00:00:00.000Z","2023-04-21T22:05:00.000Z","2781",0.4517578076,0.4517578076,0.380415281,0.3890003965,2756122341.09,13534508992.02,"2023-04-23T23:59:59.999Z"
"2023-04-10T00:00:00.000Z","2023-04-16T23:59:59.999Z","2023-04-15T14:50:00.000Z","2023-04-10T02:04:00.000Z","2781",0.3897008275,0.4605623755,0.3854904606,0.4517552208,3707930044.31,15710899753.13,"2023-04-16T23:59:59.999Z"
"2023-04-03T00:00:00.000Z","2023-04-09T23:59:59.999Z","2023-04-03T09:12:00.000Z","2023-04-03T01:49:00.000Z","2781",0.3817347191,0.4034647635,0.372874866,0.3896925985,2172058558.38,13548103031.15,"2023-04-09T23:59:59.999Z"
"2023-03-27T00:00:00.000Z","2023-04-02T23:59:59.999Z","2023-03-31T18:04:00.000Z","2023-03-27T15:13:00.000Z","2781",0.3562532263,0.4079376663,0.3387382441,0.3817529542,2778009942.91,13263150756.35,"2023-04-02T23:59:59.999Z"
"2023-03-20T00:00:00.000Z","2023-03-26T23:59:59.999Z","2023-03-22T06:01:00.000Z","2023-03-21T07:16:00.000Z","2781",0.3459602815,0.3869591358,0.3318083542,0.3562454397,2972803812.92,12372765630.66,"2023-03-26T23:59:59.999Z"
"2023-03-13T00:00:00.000Z","2023-03-19T23:59:59.999Z","2023-03-14T14:58:00.000Z","2023-03-15T17:01:00.000Z","2781",0.3316030646,0.3684918131,0.317715896,0.346009667,3228447006.71,12010700678.55,"2023-03-19T23:59:59.999Z"
"2023-03-06T00:00:00.000Z","2023-03-12T23:59:59.999Z","2023-03-06T00:46:00.000Z","2023-03-10T10:46:00.000Z","2781",0.3370993941,0.3384093279,0.2984843659,0.3315393826,2525897073.56,11502814323.25,"2023-03-12T23:59:59.999Z"
"2023-02-27T00:00:00.000Z","2023-03-05T23:59:59.999Z","2023-02-27T15:20:00.000Z","2023-03-03T02:01:00.000Z","2781",0.3689400357,0.3698931737,0.3276222946,0.3371016968,1688555006.52,11691782766.97,"2023-03-05T23:59:59.999Z"
"2023-02-20T00:00:00.000Z","2023-02-26T23:59:59.999Z","2023-02-20T10:14:00.000Z","2023-02-25T21:22:00.000Z","2781",0.4001506953,0.4092297512,0.3538803996,0.368973217,2324687102.22,12788186746.66,"2023-02-26T23:59:59.999Z"
"2023-02-13T00:00:00.000Z","2023-02-19T23:59:59.999Z","2023-02-16T00:19:00.000Z","2023-02-13T17:57:00.000Z","2781",0.3642918521,0.4191821373,0.3468963828,0.4001071597,2941384449.9,13862380128.16,"2023-02-19T23:59:59.999Z"
